-1.07143	-0.912698	-104	3	1.09524	-0.825397	-94	3
-1.088	-0.904	-106	3	1.096	-0.824	-98	3
-1.08	-0.928	-104	3	1.096	-0.824	-96	-1
-1.088	-0.928	-102	3	1.112	-0.824	-95	3
-1.088	-0.912	-105	3	1.128	-0.832	-97	3
-1.08	-0.912	-99	3	1.152	-0.832	-96	3
-1.088	-0.896	-99	3	1.168	-0.856	-97	3
-1.07937	-0.904762	-98	3	1.15873	-0.849206	-96	3
-1.07937	-0.936508	-101	3	1.15079	-0.84127	-95	3
-1.07937	-0.912698	-100	3	1.15079	-0.84127	-96	3
-1.088	-0.904	-101	3	1.152	-0.848	-94	3
-1.09677	-0.91129	-104	3	1.16129	-0.846774	-96	3
-1.088	-0.904	-105	3	1.152	-0.832	-91	3
-1.10569	-0.926829	-119	3	1.17886	-0.837398	-95	3
-1.10656	-0.92623	-112	3	1.19672	-0.836066	-102	3
-1.088	-0.92	-108	3	1.152	-0.872	-101	3
-1.0873	-0.928571	-107	3	1.11905	-0.880952	-96	3
-1.096	-0.96	-103	3	1.12	-0.928	-97	3
-1.09677	-1.01613	-100	3	1.1371	-0.959677	-103	3
-1.09677	-1.12097	-100	3	1.1371	-1.02419	-103	3
-1.10484	-1.26613	-110	3	1.12097	-1.09677	-93	3
-1.09756	-1.34146	-109	3	1.12195	-1.13821	-93	3
-1.08871	-1.35484	-110	3	1.10484	-1.20968	-97	3
-1.07143	-1.5	-125	3	1.05556	-1.30159	-98	-1
-1.09016	-1.59016	-124	3	1.07377	-1.36066	-104	3
-1.13559	-1.64407	-129	3	1.07627	-1.45763	-103	3
-1.13913	-1.73913	-126	3	1.07826	-1.44348	-109	3
-1.10526	-1.81579	-132	3	1.04386	-1.57895	-116	3
-1.06195	-1.92035	-143	3	1.0177	-1.68142	-130	3
-1.03604	-1.99099	-145	3	0.990991	-1.77477	-142	3
-1.01869	-2.04673	-148	3	1	-1.81308	-156	2
-0.981481	-2.02778	-150	3	0.962963	-1.84259	-150	3
-0.935185	-2.05556	-150	3	0.916667	-1.86111	-160	3
-0.886792	-2.13208	-151	3	0.915094	-1.92453	-175	3
-0.883495	-2.16505	-152	-1	0.893204	-1.98058	-167	3
-0.836538	-2.18269	-148	-1	0.855769	-2.00962	-159	3
-0.84466	-2.16505	-153	-1	0.815534	-2.01942	-164	2
-0.766355	-2.13084	-147	0	0.775701	-1.97196	-157	3
-0.747664	-2.15888	-140	0	0.747664	-1.96262	-157	2
-0.761905	-2.1619	-145	0	0.771429	-1.98095	-158	2
-1.10078	-0.899225	-94	3	1.16279	-0.821705	-63	3
-1.10938	-0.898438	-93	3	1.17188	-0.820312	-61	3
-1.11024	-0.905512	-93	3	1.17323	-0.826772	-62	3
-1.09302	-0.914729	-92	3	1.15504	-0.821705	-61	3
-1.10236	-0.913386	-93	3	1.16535	-0.818898	-64	3
