-1.04545	-0.609091	-104	2	1.04545	-0.8	-123	3
-1.0087	-0.652174	-88	2	0.965217	-0.817391	-106	3
-0.991228	-0.605263	-76	2	1	-0.824561	-101	-1
-1.10092	-0.605505	-90	2	1	-0.844037	-100	-1
-1.02609	-0.573913	-80	2	0.947826	-0.843478	-98	2
-1.04274	-0.641026	-88	2	0.940171	-0.811966	-100	3
-1.06897	-0.646552	-91	2	0.965517	-0.818965	-102	3
-1.09483	-0.603448	-96	3	1.0431	-0.827586	-114	-1
-1.16522	-0.591304	-103	2	1.08696	-0.8	-121	2
-1.22609	-0.521739	-104	2	1.17391	-0.8	-126	2
-1.21667	-0.5	-108	2	1.30833	-0.733333	-151	2
-1.27869	-0.508197	-110	2	1.40164	-0.680328	-158	2
-1.33607	-0.409836	-132	2	1.5082	-0.639344	-179	2
-1.46667	-0.283333	-171	2	1.65833	-0.541667	-195	2
-1.5082	-0.180328	-181	0	1.7377	-0.418033	-236	2
-1.57377	0.0491803	-209	2	1.80328	-0.180328	-258	2
-1.62295	0.180328	-218	2	1.86066	-0.0327869	-259	2
-1.59677	0.290323	-231	2	1.8629	0.0403226	-269	2
-1.6	0.48	-246	2	1.856	0.224	-286	2
-1.584	0.6	-244	2	1.816	0.36	-286	2
-1.53968	0.650794	-239	-1	1.42063	0.47619	-225	2
-1.52381	0.722222	-241	2	1.27778	0.468254	-183	2
-1.44186	0.744186	-233	0	1.34884	0.596899	-254	2
-1.47244	0.795276	-236	2	1.4252	0.598425	-260	2
-1.43307	0.795276	-234	0	1.48819	0.622047	-295	2
-1.44531	0.765625	-229	0	1.46094	0.609375	-293	2
-1.45312	0.71875	-226	0	1.33594	0.492188	-213	2
-1.48438	0.710938	-228	0	1.29688	0.5	-200	2
-1.49219	0.726562	-224	0	1.3125	0.5	-204	2
-1.48819	0.716535	-222	0	1.3622	0.503937	-211	2
-1.5	0.710938	-220	0	1.50781	0.539062	-240	2
-1.50781	0.703125	-221	0	1.42969	0.609375	-289	2
-1.49206	0.722222	-220	0	1.46825	0.611111	-299	2
-1.48413	0.706349	-216	3	1.42857	0.507937	-227	2
-1.54032	0.766129	-222	0	1.3629	0.596774	-251	2
-1.54839	0.766129	-221	2	1.39516	0.572581	-242	2
-1.52419	0.75	-222	0	1.42742	0.572581	-247	2
-1.5122	0.772358	-223	0	1.43089	0.512195	-216	2
-1.57377	0.803279	-232	2	1.56557	0.54918	-244	2
-1.528	0.736	-226	3	1.568	0.536	-253	2
-1.1157	-0.859504	-94	-1	1.42149	-0.801653	-97	2
-1.09917	-0.834711	-93	0	1.40496	-0.793388	-99	2
-1.11667	-0.858333	-99	-1	1.45	-0.816667	-100	2
-1.10833	-0.866667	-98	0	1.45	-0.791667	-104	2
-1.125	-0.858333	-102	3	1.43333	-0.8	-109	2
-1.12605	-0.87395	-105	2	1.42857	-0.798319	-112	2
-1.12605	-0.831933	-107	-1	1.46218	-0.831933	-103	2
-1.14286	-0.857143	-104	3	1.42017	-0.806723	-98	2
-1.13333	-0.875	-101	2	1.41667	-0.825	-103	2
-1.1	-0.808333	-110	2	1.45833	-0.825	-104	2
-1.15	-0.833333	-112	2	1.44167	-0.816667	-109	2
-1.21849	-0.806723	-95	3	1.47899	-0.773109	-92	2
-1.29167	-0.808333	-124	-1	1.55	-0.675	-107	2
